administration_of_mode,comments,organization_id,report_by_id,reported_value,rollup_mode_id,transit_metric_id,transit_mode_id,year
Direct Operated,,18,,25755,1,5,5,2017
Direct Operated,,18,,14282,1,6,5,2017
Direct Operated,,18,,6,1,8,5,2017
Direct Operated,,18,,701163,1,9,5,2017
Direct Operated,,18,,19539,1,10,5,2017
Direct Operated,,18,,4065,1,1,5,2016
Direct Operated,,18,,4065,1,2,5,2016
Direct Operated,,18,,119530,1,3,5,2016
Direct Operated,,18,,119530,1,4,5,2016
Direct Operated,,18,,21507,1,5,5,2016
Direct Operated,,18,,16421,1,6,5,2016
Direct Operated,,18,,6.1,1,8,5,2016
Direct Operated,,18,,748860,1,9,5,2016
Direct Operated,,18,,19792,1,10,5,2016
Direct Operated,,18,,3074,1,1,5,2015
Direct Operated,,18,,3193,1,2,5,2015
Direct Operated,,18,,64191,1,3,5,2015
Direct Operated,,18,,65303,1,4,5,2015
Direct Operated,,18,,26073,1,5,5,2015
Direct Operated,,18,,7721,1,6,5,2015
Direct Operated,,18,,2.82,1,8,5,2015
Direct Operated,,18,,383845,1,9,5,2015
Direct Operated,,18,,26689,1,10,5,2015
Direct Operated,,18,,2636,1,1,5,2014
Direct Operated,,18,,2854,1,2,5,2014
Direct Operated,,18,,58702,1,3,5,2014
Direct Operated,,18,,59239,1,4,5,2014
Direct Operated,,18,,29285,1,5,5,2014
Direct Operated,,18,,7696,1,6,5,2014
Direct Operated,,18,,2.4,1,8,5,2014
Direct Operated,,18,,344399,1,9,5,2014
Direct Operated,,18,,24740,1,10,5,2014
Direct Operated,,18,,2666,1,1,5,2013
Direct Operated,,18,,2840,1,2,5,2013
Direct Operated,,18,,58991,1,3,5,2013
Direct Operated,,18,,59056,1,4,5,2013
Direct Operated,,18,,27145,1,5,5,2013
Direct Operated,,18,,7773,1,6,5,2013
Direct Operated,,18,,2.5,1,8,5,2013
Direct Operated,,18,,323356,1,9,5,2013
Direct Operated,,18,,26411,1,10,5,2013
Direct Operated,,18,,2681,1,1,5,2012
Direct Operated,,18,,2825,1,2,5,2012
Direct Operated,,18,,54345,1,3,5,2012
Direct Operated,,18,,59007,1,4,5,2012
Direct Operated,,18,,28871,1,5,5,2012
Direct Operated,,18,,7759,1,6,5,2012
Direct Operated,,18,,1.9,1,8,5,2012
Direct Operated,,18,,314533,1,9,5,2012
Direct Operated,,18,,25425,1,10,5,2012
Direct Operated,,18,,3981,1,1,5,2018
Direct Operated,,18,,4191,1,2,5,2018
Direct Operated,,18,,90523,1,3,5,2018
Direct Operated,,18,,96062,1,4,5,2018
Direct Operated,,18,,27068,1,5,5,2018
Direct Operated,,18,,12493,1,6,5,2018
Direct Operated,,18,,4.5,1,8,5,2018
Direct Operated,,18,,617165,1,9,5,2018
Direct Operated,,18,,17996,1,10,5,2018
Direct Operated,,12,,20873,1,1,5,2017
Purchased Transportation,,12,,934,1,1,5,2017
Direct Operated,,12,,20873,1,2,5,2017
Purchased Transportation,,12,,1257,1,2,5,2017
Direct Operated,,12,,516499,1,3,5,2017
Purchased Transportation,,12,,25190,1,3,5,2017
Direct Operated,,12,,560843,1,4,5,2017
Purchased Transportation,,12,,45171,1,4,5,2017
Direct Operated,,12,,162560,1,5,5,2017
Purchased Transportation,,12,,9450,1,5,5,2017
Direct Operated,,12,,120942,1,6,5,2017
Direct Operated,,12,,23.8,1,8,5,2017
Direct Operated,,12,,2750422,1,9,5,2017
Purchased Transportation,,12,,210409,1,9,5,2017
Direct Operated,,12,,219148,1,10,5,2017
Purchased Transportation,,12,,31696,1,10,5,2017
Direct Operated,,12,,21741,1,1,5,2016
Purchased Transportation,,12,,1862,1,1,5,2016
Direct Operated,,12,,23965,1,2,5,2016
Purchased Transportation,,12,,2504,1,2,5,2016
Direct Operated,,12,,543378,1,3,5,2016
Purchased Transportation,,12,,50363,1,3,5,2016
Direct Operated,,12,,592163,1,4,5,2016
Purchased Transportation,,12,,89990,1,4,5,2016
Direct Operated,,12,,170456,1,5,5,2016
Purchased Transportation,,12,,22058,1,5,5,2016
Direct Operated,,12,,104993,1,6,5,2016
Direct Operated,,12,,24,1,8,5,2016
Direct Operated,,12,,2661077,1,9,5,2016
Purchased Transportation,,12,,401614,1,9,5,2016
Direct Operated,,12,,243220,1,10,5,2016
Purchased Transportation,,12,,64014,1,10,5,2016
Direct Operated,,12,,21743,1,1,5,2015
Purchased Transportation,,12,,1862,1,1,5,2015
Direct Operated,,12,,23786,1,2,5,2015
Purchased Transportation,,12,,2504,1,2,5,2015
Direct Operated,,12,,540214,1,3,5,2015
Purchased Transportation,,12,,50363,1,3,5,2015
Direct Operated,,12,,596381,1,4,5,2015
Purchased Transportation,,12,,89990,1,4,5,2015
Direct Operated,,12,,191157,1,5,5,2015
Purchased Transportation,,12,,23164,1,5,5,2015
Direct Operated,,12,,106187,1,6,5,2015
Direct Operated,,12,,22.9,1,8,5,2015
Direct Operated,,12,,2565367,1,9,5,2015
Purchased Transportation,,12,,397084,1,9,5,2015
Direct Operated,,12,,255059,1,10,5,2015
Purchased Transportation,,12,,72227,1,10,5,2015
Direct Operated,,12,,21794,1,1,5,2014
Purchased Transportation,,12,,1862,1,1,5,2014
Direct Operated,,12,,23756,1,2,5,2014
Purchased Transportation,,12,,2504,1,2,5,2014
Direct Operated,,12,,543449,1,3,5,2014
Purchased Transportation,,12,,50363,1,3,5,2014
Direct Operated,,12,,588600,1,4,5,2014
Purchased Transportation,,12,,89990,1,4,5,2014
Direct Operated,,12,,212421,1,5,5,2014
Purchased Transportation,,12,,24430,1,5,5,2014
Direct Operated,,12,,104733,1,6,5,2014
Direct Operated,,12,,19.3,1,8,5,2014
Direct Operated,,12,,2238088,1,9,5,2014
Purchased Transportation,,12,,307560,1,9,5,2014
Direct Operated,,12,,289072,1,10,5,2014
Purchased Transportation,,12,,68452,1,10,5,2014
Direct Operated,,12,,17547,1,1,5,2013
Purchased Transportation,,12,,638,1,1,5,2013
Direct Operated,,12,,19118,1,2,5,2013
Purchased Transportation,,12,,638,1,2,5,2013
Direct Operated,,12,,421945,1,3,5,2013
Purchased Transportation,,12,,22939,1,3,5,2013
Direct Operated,,12,,444391,1,4,5,2013
Purchased Transportation,,12,,22939,1,4,5,2013
Direct Operated,,12,,211686,1,5,5,2013
Purchased Transportation,,12,,5503,1,5,5,2013
Direct Operated,,12,,92495,1,6,5,2013
Direct Operated,,12,,17.4,1,8,5,2013
Direct Operated,,12,,1980268,1,9,5,2013
Purchased Transportation,,12,,102473,1,9,5,2013
Direct Operated,,12,,387089,1,10,5,2013
Purchased Transportation,,12,,13027,1,10,5,2013
Direct Operated,,12,,15707,1,1,5,2012
Direct Operated,,12,,16802,1,2,5,2012
Direct Operated,,12,,372010,1,3,5,2012
Direct Operated,,12,,390786,1,4,5,2012
Direct Operated,,12,,219194,1,5,5,2012
Direct Operated,,12,,78787,1,6,5,2012
Direct Operated,,12,,17.5,1,8,5,2012
Direct Operated,,12,,1914507,1,9,5,2012
Direct Operated,,12,,346848,1,10,5,2012
Direct Operated,,12,,19916,1,1,5,2018
Direct Operated,,12,,21940,1,2,5,2018
Direct Operated,,12,,495010,1,3,5,2018
Direct Operated,,12,,546296,1,4,5,2018
Direct Operated,,12,,167823,1,5,5,2018
Direct Operated,,12,,122194,1,6,5,2018
Direct Operated,,12,,19.45,1,8,5,2018
Direct Operated,,12,,2772737,1,9,5,2018
Direct Operated,,12,,184775,1,10,5,2018
Direct Operated,,10,,4504,1,1,5,2017
Direct Operated,,10,,5612,1,2,5,2017
Direct Operated,,10,,113490,1,3,5,2017
Direct Operated,,10,,125568,1,4,5,2017
Direct Operated,,10,,29432,1,5,5,2017
Direct Operated,,10,,16742,1,6,5,2017
Direct Operated,,10,,3,1,8,5,2017
Direct Operated,,10,,346295,1,9,5,2017
Direct Operated,,10,,29284,1,10,5,2017
Direct Operated,,10,,4467,1,1,5,2016
Direct Operated,,10,,5618,1,2,5,2016
Direct Operated,,10,,113448,1,3,5,2016
Direct Operated,,10,,125408,1,4,5,2016
Direct Operated,,10,,32932,1,5,5,2016
Direct Operated,,10,,17094,1,6,5,2016
Direct Operated,,10,,3,1,8,5,2016
Direct Operated,,10,,319056,1,9,5,2016
Direct Operated,,10,,28169,1,10,5,2016
Direct Operated,,10,,4348,1,1,5,2015
Direct Operated,,10,,5475,1,2,5,2015
Direct Operated,,10,,110224,1,3,5,2015
Direct Operated,,10,,122824,1,4,5,2015
Direct Operated,,10,,37631,1,5,5,2015
Direct Operated,,10,,14933,1,6,5,2015
Direct Operated,,10,,2,1,8,5,2015
Direct Operated,,10,,325813,1,9,5,2015
Direct Operated,,10,,28701,1,10,5,2015
Direct Operated,,10,,4633,1,1,5,2014
Direct Operated,,10,,5560,1,2,5,2014
Direct Operated,,10,,112272,1,3,5,2014
Direct Operated,,10,,124928,1,4,5,2014
Direct Operated,,10,,31162,1,5,5,2014
Direct Operated,,10,,12455,1,6,5,2014
Direct Operated,,10,,0.6,1,8,5,2014
Direct Operated,,10,,317333,1,9,5,2014
Direct Operated,,10,,32043,1,10,5,2014
Purchased Transportation,,10,,4454,1,1,5,2013
Purchased Transportation,,10,,5633,1,2,5,2013
Purchased Transportation,,10,,108000,1,3,5,2013
Purchased Transportation,,10,,112842,1,4,5,2013
Purchased Transportation,,10,,39889,1,5,5,2013
Purchased Transportation,,10,,19855,1,6,5,2013
Purchased Transportation,,10,,6,1,8,5,2013
Purchased Transportation,,10,,256305,1,9,5,2013
Purchased Transportation,,10,,19318,1,10,5,2013
Direct Operated,,10,,4338,1,1,5,2018
Direct Operated,,10,,4742,1,2,5,2018
Direct Operated,,10,,90880,1,3,5,2018
Direct Operated,,10,,96205,1,4,5,2018
Direct Operated,,10,,25593,1,5,5,2018
Direct Operated,,10,,17074,1,6,5,2018
Direct Operated,,10,,3,1,8,5,2018
Direct Operated,,10,,176000,1,9,5,2018
Direct Operated,,10,,24522,1,10,5,2018
Direct Operated,,9,,44419,1,1,5,2017
Purchased Transportation,,9,,46789,1,1,5,2017
Direct Operated,,9,,81253,1,2,5,2017
Purchased Transportation,,9,,88214,1,2,5,2017
Direct Operated,,9,,835800,1,3,5,2017
Purchased Transportation,,9,,968627,1,3,5,2017
Direct Operated,,9,,1809245,1,4,5,2017
Purchased Transportation,,9,,2063065,1,4,5,2017
Direct Operated,,9,,1168082,1,5,5,2017
Purchased Transportation,,9,,1721767,1,5,5,2017
Direct Operated,,9,,375654,1,6,5,2017
Purchased Transportation,,9,,506577,1,6,5,2017
Direct Operated,,9,,95.6,1,8,5,2017
Purchased Transportation,,9,,80.6,1,8,5,2017
Direct Operated,,9,,13435685,1,9,5,2017
Purchased Transportation,,9,,9672950,1,9,5,2017
Direct Operated,,9,,4340068,1,10,5,2017
Purchased Transportation,,9,,6211376,1,10,5,2017
Direct Operated,,9,,42286,1,1,5,2016
Purchased Transportation,,9,,44280,1,1,5,2016
Direct Operated,,9,,77254,1,2,5,2016
Purchased Transportation,,9,,84367,1,2,5,2016
Direct Operated,,9,,812772,1,3,5,2016
Purchased Transportation,,9,,921961,1,3,5,2016
Direct Operated,,9,,1745183,1,4,5,2016
Purchased Transportation,,9,,1955909,1,4,5,2016
Direct Operated,,9,,1184766,1,5,5,2016
Purchased Transportation,,9,,1683375,1,5,5,2016
Direct Operated,,9,,372458,1,6,5,2016
Purchased Transportation,,9,,515857,1,6,5,2016
Direct Operated,,9,,101,1,8,5,2016
Purchased Transportation,,9,,73.1,1,8,5,2016
Direct Operated,,9,,13968911,1,9,5,2016
Purchased Transportation,,9,,8912740,1,9,5,2016
Direct Operated,,9,,4496567,1,10,5,2016
Purchased Transportation,,9,,6233351,1,10,5,2016
Direct Operated,,9,,40022,1,1,5,2015
Purchased Transportation,,9,,41403,1,1,5,2015
Direct Operated,,9,,72153,1,2,5,2015
Purchased Transportation,,9,,77537,1,2,5,2015
Direct Operated,,9,,789259,1,3,5,2015
Purchased Transportation,,9,,894394,1,3,5,2015
Direct Operated,,9,,1671705,1,4,5,2015
Purchased Transportation,,9,,1851701,1,4,5,2015
Direct Operated,,9,,1175876,1,5,5,2015
Purchased Transportation,,9,,1656233,1,5,5,2015
Direct Operated,,9,,388922,1,6,5,2015
Purchased Transportation,,9,,479210,1,6,5,2015
Direct Operated,,9,,99.7,1,8,5,2015
Purchased Transportation,,9,,75.1,1,8,5,2015
Direct Operated,,9,,13903145,1,9,5,2015
Purchased Transportation,,9,,8825624,1,9,5,2015
Direct Operated,,9,,4049767,1,10,5,2015
Purchased Transportation,,9,,5708947,1,10,5,2015
Direct Operated,,9,,39699,1,1,5,2014
Purchased Transportation,,9,,40635,1,1,5,2014
Direct Operated,,9,,67276,1,2,5,2014
Purchased Transportation,,9,,71857,1,2,5,2014
Direct Operated,,9,,783031,1,3,5,2014
Purchased Transportation,,9,,893801,1,3,5,2014
Direct Operated,,9,,1569661,1,4,5,2014
Purchased Transportation,,9,,1795483,1,4,5,2014
Direct Operated,,9,,1194937,1,5,5,2014
Purchased Transportation,,9,,1625988,1,5,5,2014
Direct Operated,,9,,369910,1,6,5,2014
Purchased Transportation,,9,,472858,1,6,5,2014
Direct Operated,,9,,91.9,1,8,5,2014
Purchased Transportation,,9,,72.1,1,8,5,2014
Direct Operated,,9,,12942085,1,9,5,2014
Purchased Transportation,,9,,9099496,1,9,5,2014
Direct Operated,,9,,3823194,1,10,5,2014
Purchased Transportation,,9,,5302200,1,10,5,2014
Direct Operated,,9,,34365,1,1,5,2013
Purchased Transportation,,9,,35745,1,1,5,2013
Direct Operated,,9,,64304,1,2,5,2013
Purchased Transportation,,9,,81103,1,2,5,2013
Direct Operated,,9,,729406,1,3,5,2013
Purchased Transportation,,9,,870208,1,3,5,2013
Direct Operated,,9,,1638938,1,4,5,2013
Purchased Transportation,,9,,1905727,1,4,5,2013
Direct Operated,,9,,1169446,1,5,5,2013
Purchased Transportation,,9,,1499566,1,5,5,2013
Direct Operated,,9,,370256,1,6,5,2013
Purchased Transportation,,9,,445308,1,6,5,2013
Direct Operated,,9,,82.2,1,8,5,2013
Purchased Transportation,,9,,69.3,1,8,5,2013
Direct Operated,,9,,11415645,1,9,5,2013
Purchased Transportation,,9,,8922668,1,9,5,2013
Direct Operated,,9,,3476786,1,10,5,2013
Purchased Transportation,,9,,5315562,1,10,5,2013
Purchased Transportation,,9,,32623,1,1,5,2012
Purchased Transportation,,9,,70842,1,2,5,2012
Purchased Transportation,,9,,802860,1,3,5,2012
Purchased Transportation,,9,,1674784,1,4,5,2012
Purchased Transportation,,9,,1505441,1,5,5,2012
Purchased Transportation,,9,,407216,1,6,5,2012
Purchased Transportation,,9,,62.45,1,8,5,2012
Purchased Transportation,,9,,10106814,1,9,5,2012
Purchased Transportation,,9,,5055670,1,10,5,2012
Direct Operated,,9,,46519,1,1,5,2018
Purchased Transportation,,9,,50602,1,1,5,2018
Direct Operated,,9,,85264,1,2,5,2018
Purchased Transportation,,9,,92342,1,2,5,2018
Direct Operated,,9,,867711,1,3,5,2018
Purchased Transportation,,9,,1062808,1,3,5,2018
Direct Operated,,9,,1879695,1,4,5,2018
Purchased Transportation,,9,,2181987,1,4,5,2018
Direct Operated,,9,,1223332,1,5,5,2018
Purchased Transportation,,9,,1770703,1,5,5,2018
Direct Operated,,9,,409433,1,6,5,2018
Purchased Transportation,,9,,508215,1,6,5,2018
Direct Operated,,9,,108.3,1,8,5,2018
Purchased Transportation,,9,,100.6,1,8,5,2018
Direct Operated,,9,,15052091,1,9,5,2018
Purchased Transportation,,9,,10830741,1,9,5,2018
Direct Operated,,9,,4403342,1,10,5,2018
Purchased Transportation,,9,,6319317,1,10,5,2018
Direct Operated,,6,,33487,1,1,5,2015
Direct Operated,,6,,49455,1,2,5,2015
Direct Operated,,6,,794457,1,3,5,2015
Direct Operated,,6,,1290024,1,4,5,2015
Direct Operated,,6,,742323,1,5,5,2015
Direct Operated,,6,,166783,1,6,5,2015
Direct Operated,,6,,53.1,1,8,5,2015
Direct Operated,,6,,6184503,1,9,5,2015
Direct Operated,,6,,3519693,1,10,5,2015
Direct Operated,,6,,33332,1,1,5,2014
Direct Operated,,6,,49349,1,2,5,2014
Direct Operated,,6,,790047,1,3,5,2014
Direct Operated,,6,,1288994,1,4,5,2014
Direct Operated,,6,,731059,1,5,5,2014
Direct Operated,,6,,167679,1,6,5,2014
Direct Operated,,6,,52.4,1,8,5,2014
Direct Operated,,6,,6042255,1,9,5,2014
Direct Operated,,6,,3517670,1,10,5,2014
Direct Operated,,6,,33060,1,1,5,2013
Direct Operated,,6,,48637,1,2,5,2013
Direct Operated,,6,,812250,1,3,5,2013
Direct Operated,,6,,1301897,1,4,5,2013
Direct Operated,,6,,734390,1,5,5,2013
Direct Operated,,6,,161450,1,6,5,2013
Direct Operated,,6,,51,1,8,5,2013
Direct Operated,,6,,5436270,1,9,5,2013
Direct Operated,,6,,3473078,1,10,5,2013
Purchased Transportation,,33,,63935,7,1,10,2017
Purchased Transportation,,33,,68648,7,2,10,2017
Purchased Transportation,,33,,1919660,7,3,10,2017
Purchased Transportation,,33,,1977045,7,4,10,2017
Purchased Transportation,,33,,4445568,7,5,10,2017
Purchased Transportation,,33,,1318959,7,6,10,2017
Purchased Transportation,,33,,113.4,7,8,10,2017
Purchased Transportation,,33,,45502162,7,9,10,2017
Purchased Transportation,,33,,15042598,7,10,10,2017
Purchased Transportation,,33,,59275,7,1,10,2016
Purchased Transportation,,33,,63796,7,2,10,2016
Purchased Transportation,,33,,1794741,7,3,10,2016
Purchased Transportation,,33,,1850401,7,4,10,2016
Purchased Transportation,,33,,4312113,7,5,10,2016
Purchased Transportation,,33,,1221710,7,6,10,2016
Purchased Transportation,,33,,97.4,7,8,10,2016
Purchased Transportation,,33,,44414515,7,9,10,2016
Purchased Transportation,,33,,13579238,7,10,10,2016
Purchased Transportation,,33,,58760,7,1,10,2015
Purchased Transportation,,33,,63258,7,2,10,2015
Purchased Transportation,,33,,1783253,7,3,10,2015
Purchased Transportation,,33,,1839627,7,4,10,2015
Purchased Transportation,,33,,3851831,7,5,10,2015
Purchased Transportation,,33,,1194166,7,6,10,2015
Purchased Transportation,,33,,102.7,7,8,10,2015
Purchased Transportation,,33,,40517405,7,9,10,2015
Purchased Transportation,,33,,11903668,7,10,10,2015
Purchased Transportation,,33,,50375,7,1,10,2014
Purchased Transportation,,33,,53994,7,2,10,2014
Purchased Transportation,,33,,1603802,7,3,10,2014
Purchased Transportation,,33,,1640998,7,4,10,2014
Purchased Transportation,,33,,3361318,7,5,10,2014
Purchased Transportation,,33,,1310021,7,6,10,2014
Purchased Transportation,,33,,100.4,7,8,10,2014
Purchased Transportation,,33,,40139559,7,9,10,2014
Purchased Transportation,,33,,10457882,7,10,10,2014
Purchased Transportation,,33,,49257,7,1,10,2013
Purchased Transportation,,33,,54536,7,2,10,2013
Purchased Transportation,,33,,1636847,7,3,10,2013
Purchased Transportation,,33,,1671930,7,4,10,2013
Purchased Transportation,,33,,2968041,7,5,10,2013
Purchased Transportation,,33,,1193706,7,6,10,2013
Purchased Transportation,,33,,92.7,7,8,10,2013
Purchased Transportation,,33,,38593006,7,9,10,2013
Purchased Transportation,,33,,9484285,7,10,10,2013
Purchased Transportation,,33,,38333,7,1,10,2012
Purchased Transportation,,33,,47017,7,2,10,2012
Purchased Transportation,,33,,1498958,7,3,10,2012
Purchased Transportation,,33,,1519445,7,4,10,2012
Purchased Transportation,,33,,2803123,7,5,10,2012
Purchased Transportation,,33,,1058773,7,6,10,2012
Purchased Transportation,,33,,89.3,7,8,10,2012
Purchased Transportation,,33,,36762712,7,9,10,2012
Purchased Transportation,,33,,9480587,7,10,10,2012
Purchased Transportation,,33,,38588,7,1,10,2011
Purchased Transportation,,33,,47303,7,2,10,2011
Purchased Transportation,,33,,1498423,7,3,10,2011
Purchased Transportation,,33,,1519258,7,4,10,2011
Purchased Transportation,,33,,2626711,7,5,10,2011
Purchased Transportation,,33,,1096086,7,6,10,2011
Purchased Transportation,,33,,32.2,7,8,10,2011
Purchased Transportation,,33,,31681841,7,9,10,2011
Purchased Transportation,,33,,8336093,7,10,10,2011
Purchased Transportation,,33,,14201,7,1,10,2005
Purchased Transportation,,33,,17766,7,2,10,2005
Purchased Transportation,,33,,533047,7,3,10,2005
Purchased Transportation,,33,,540028,7,4,10,2005
Purchased Transportation,,33,,1267973,7,5,10,2005
Purchased Transportation,,33,,703844,7,6,10,2005
Purchased Transportation,,33,,49.4,7,8,10,2005
Purchased Transportation,,33,,22198000,7,9,10,2005
Purchased Transportation,,33,,2684000,7,10,10,2005
Purchased Transportation,,33,,16855,7,1,10,2006
Purchased Transportation,,33,,21086,7,2,10,2006
Purchased Transportation,,33,,632664,7,3,10,2006
Purchased Transportation,,33,,640950,7,4,10,2006
Purchased Transportation,,33,,1692971,7,5,10,2006
Purchased Transportation,,33,,764665,7,6,10,2006
Purchased Transportation,,33,,23,7,8,10,2006
Purchased Transportation,,33,,22700320,7,9,10,2006
Purchased Transportation,,33,,5108179,7,10,10,2006
Purchased Transportation,,33,,19329,7,1,10,2007
Purchased Transportation,,33,,24177,7,2,10,2007
Purchased Transportation,,33,,743207,7,3,10,2007
Purchased Transportation,,33,,752902,7,4,10,2007
Purchased Transportation,,33,,2156652,7,5,10,2007
Purchased Transportation,,33,,920095,7,6,10,2007
Purchased Transportation,,33,,23,7,8,10,2007
Purchased Transportation,,33,,24851744,7,9,10,2007
Purchased Transportation,,33,,6731888,7,10,10,2007
Purchased Transportation,,33,,27006,7,1,10,2008
Purchased Transportation,,33,,33799,7,2,10,2008
Purchased Transportation,,33,,1039433,7,3,10,2008
Purchased Transportation,,33,,1052986,7,4,10,2008
Purchased Transportation,,33,,2668623,7,5,10,2008
Purchased Transportation,,33,,1049633,7,6,10,2008
Purchased Transportation,,33,,4,7,8,10,2008
Purchased Transportation,,33,,31084795,7,9,10,2008
Purchased Transportation,,33,,8196172,7,10,10,2008
Purchased Transportation,,33,,36010,7,1,10,2009
Purchased Transportation,,33,,44218,7,2,10,2009
Purchased Transportation,,33,,1399687,7,3,10,2009
Purchased Transportation,,33,,1417997,7,4,10,2009
Purchased Transportation,,33,,2492362,7,5,10,2009
Purchased Transportation,,33,,1119629,7,6,10,2009
Purchased Transportation,,33,,4,7,8,10,2009
Purchased Transportation,,33,,34020024,7,9,10,2009
Purchased Transportation,,33,,7766691,7,10,10,2009
Purchased Transportation,,33,,38518,7,1,10,2010
Purchased Transportation,,33,,47270,7,2,10,2010
Purchased Transportation,,33,,1506922,7,3,10,2010
Purchased Transportation,,33,,1527240,7,4,10,2010
Purchased Transportation,,33,,2480052,7,5,10,2010
Purchased Transportation,,33,,1112851,7,6,10,2010
Purchased Transportation,,33,,33.9,7,8,10,2010
Purchased Transportation,,33,,32459887,7,9,10,2010
Purchased Transportation,,33,,7134458,7,10,10,2010
Purchased Transportation,,33,,75807,7,1,10,2018
Purchased Transportation,,33,,80509,7,2,10,2018
Purchased Transportation,,33,,2233332,7,3,10,2018
Purchased Transportation,,33,,2283545,7,4,10,2018
Purchased Transportation,,33,,4631525,7,5,10,2018
Purchased Transportation,,33,,1365632,7,6,10,2018
Purchased Transportation,,33,,114.1,7,8,10,2018
Purchased Transportation,,33,,52241469,7,9,10,2018
Purchased Transportation,,33,,16671148,7,10,10,2018
Direct Operated,,79,,10152,5,1,2,2014
Direct Operated,,79,,113708,5,3,2,2014
Direct Operated,,79,,31786,5,5,2,2014
Direct Operated,,79,,474513,5,9,2,2014
Direct Operated,,79,,19608,5,10,2,2014
Direct Operated,,79,,10890,5,1,2,2015
Direct Operated,,79,,127275,5,3,2,2015
Direct Operated,,79,,31440,5,5,2,2015
